Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,New_Price,Price,mileage_num,engine_num,power_num,Brand,Model
Mumbai,2002,60000,Petrol,Manual,Third,5,7.88,0.55,17.3,993,60,maruti,zen
Hyderabad,2018,31025,Diesel,Manual,First,5,7.88,7.15,28.4,1248,74,maruti,swift
Pune,2013,105000,Diesel,Manual,Second,8,18.865,7,12.05,2179,120,mahindra,scorpio
Pune,2017,121900,Diesel,Manual,First,5,8.34,3.75,22.95,1248,74,tata,zest
Mumbai,2017,22695,Petrol,Manual,First,5,11.685,8.5,18.88,999,123.24,ford,ecosport
Jaipur,2012,73000,Diesel,Manual,First,5,7.88,4.35,23.4,1248,74,maruti,swift
Kochi,2016,32227,Petrol,Manual,First,5,4.36,3.26,22.74,796,47.3,maruti,alto
Jaipur,2011,55000,Petrol,Manual,First,5,13.58,4.21,17,1497,118,honda,city
Kochi,2018,11287,Diesel,Automatic,First,7,101.96,70.36,12.07,2967,241.4,audi,q7
Mumbai,2009,48000,Diesel,Automatic,Second,5,25.83,2.95,17,1896,105,skoda,laura
Kochi,2012,54308,Petrol,Manual,First,5,14.255,4.28,17.1,1591,121.3,hyundai,verna
Jaipur,2009,78442,Petrol,Automatic,First,5,13.58,3.57,16.8,1497,118,honda,city
Kolkata,2013,46000,Diesel,Manual,First,5,10.25,3.11,21.9,1396,88.8,hyundai,i20
Coimbatore,2014,45051,Petrol,Automatic,First,5,10.25,5.96,15,1396,98.6,hyundai,i20
Hyderabad,2011,69000,Diesel,Manual,First,5,13.23,4.7,20.54,1598,103.6,volkswagen,vento
Ahmedabad,2014,49000,Petrol,Manual,First,5,13.58,6.9,17.4,1497,117.3,honda,city
Pune,2018,45000,Diesel,Manual,First,5,8.34,5.25,22.95,1248,74,tata,zest
Pune,2015,64000,Diesel,Automatic,First,5,67.87,28,18.48,1995,177,bmw,5
Delhi,2009,60000,Petrol,Manual,First,5,5.51,1.35,18.9,1061,67,maruti,wagon
Delhi,2015,62178,Petrol,Manual,First,5,8.85,4.85,18.2,1199,88.7,honda,jazz
Coimbatore,2012,58006,Diesel,Manual,First,5,10.15,6.7,15,1896,105,volkswagen,jetta
Hyderabad,2010,74000,Petrol,Manual,First,5,10.25,3.1,20.36,1197,78.9,hyundai,i10
Kochi,2015,77771,Diesel,Automatic,First,5,49.49,18.64,19.27,2143,170,mercedes-benz,new
Pune,2012,45275,Petrol,Manual,First,5,10.25,2.8,20.36,1197,78.9,hyundai,i10
Chennai,2016,48000,Diesel,Manual,First,7,25.4,20.25,13.68,2393,147.8,toyota,innova
Kochi,2015,31652,Diesel,Automatic,First,5,67.1,26.78,17.68,1968,174.33,audi,a6
Hyderabad,2010,109000,Diesel,Manual,Second,7,24.01,8.26,12.99,2494,100.6,toyota,innova
Mumbai,2015,31978,Petrol,Manual,First,5,10.15,3.89,16.47,1198,73.9,volkswagen,polo
Hyderabad,2011,70000,Petrol,Manual,First,5,4.36,2.1,20.92,998,67.1,maruti,alto
Mumbai,2017,15000,Petrol,Automatic,First,5,16.67,12.69,18,1497,117.3,honda,city
Coimbatore,2013,59138,Diesel,Manual,First,5,7.63,2.58,17,1405,70,tata,indigo
Kochi,2014,61726,Diesel,Automatic,First,5,67.1,20.77,17.68,1968,174.33,audi,a6
Delhi,2015,48000,Diesel,Automatic,First,5,41.94,20.26,17.9,2143,136,mercedes-benz,gla
Chennai,2006,58000,Petrol,Manual,Second,5,4.55,1.5,,1086,,hyundai,santro
Kolkata,2011,60020,Diesel,Manual,First,5,7.88,2.5,17.8,1248,,maruti,swift
Hyderabad,2014,77815,Petrol,Automatic,First,5,5.87,4.25,23.1,998,67.04,maruti,celerio
Hyderabad,2017,29000,Diesel,Automatic,First,5,79.43,57,17.9,2143,201.15,mercedes-benz,gle
Delhi,2017,44000,Diesel,Automatic,First,5,120,44,12.7,2179,187.7,land,rover
Hyderabad,2011,108626,Diesel,Manual,First,5,13.23,3.65,20.54,1598,103.6,volkswagen,vento
Hyderabad,2012,71791,Petrol,Manual,First,5,7.88,2.05,14,796,35,maruti,omni
Kochi,2012,91931,Petrol,Manual,First,5,6.62,3.13,18.5,1198,86.8,honda,brio
Hyderabad,2000,158000,Diesel,Manual,Second,7,7.63,1.5,14.07,2956,83.1,tata,sumo
Pune,2012,91183,Diesel,Manual,First,5,7.63,2.85,18,1248,75,tata,indica
Delhi,2012,65000,Petrol,Manual,First,5,5.51,2.65,18.9,998,67.1,maruti,wagon
Hyderabad,2015,88428,Diesel,Manual,First,7,18.865,10.6,16,2179,140,mahindra,xuv500
Pune,2008,138000,Diesel,Manual,Second,5,7.63,1.25,17.1,1396,70,tata,indigo
Mumbai,2018,18000,Petrol,Manual,First,7,11.27,8.25,16.02,1373,93.7,maruti,ertiga
Mumbai,2011,60000,Petrol,Automatic,First,5,13.58,4.45,11.7,2354,177.6,honda,accord
Kolkata,2012,48000,Diesel,Manual,First,5,7.88,3.7,19.3,1248,73.9,maruti,swift
Hyderabad,2009,160000,Diesel,Manual,First,5,11.685,2.8,17.8,1399,68,ford,fiesta
Kolkata,2008,40000,Petrol,Manual,First,5,13.58,1.8,17.7,1497,78,honda,city
Kochi,2014,51495,Diesel,Automatic,First,5,67.1,21.95,17.68,1968,174.33,audi,a6
Mumbai,2011,30000,Diesel,Automatic,First,4,55.07,49,9.52,2993,313,bmw,6
Coimbatore,2017,97430,Diesel,Automatic,First,7,104,62.67,14.75,2967,245,audi,q7
Pune,2008,42496,CNG,Manual,First,5,7.88,1.4,26.3,998,67.1,maruti,zen
Pune,2012,83000,Diesel,Manual,First,5,10.25,5.5,23,1396,90,hyundai,i20
Bangalore,2009,37000,Petrol,Automatic,Third,5,10.25,2.95,16.95,1197,78.9,hyundai,i10
Kochi,2016,28503,Petrol,Automatic,First,5,9.6,6.86,19,1199,88.7,honda,jazz
Hyderabad,2015,76496,Diesel,Manual,First,5,7.88,6.15,25.2,1248,74,maruti,swift
Pune,2011,79152,Petrol,Manual,Second,5,10.25,3.3,18.5,1197,82.85,hyundai,i20
Kolkata,2011,32000,Petrol,Manual,First,5,10.15,2.55,16.47,1198,73.9,volkswagen,polo
Ahmedabad,2009,35000,Petrol,Manual,First,5,4.36,1.5,19.7,796,46.3,maruti,alto
Chennai,2004,105000,Petrol,Automatic,Second,5,21.085,2.5,11.3,1794,125,toyota,corolla
Chennai,2006,56000,Petrol,Manual,Second,5,4.36,1.4,19.7,796,46.3,maruti,alto
Pune,2012,73000,Diesel,Manual,First,5,7.63,3.4,21.12,1248,88.8,tata,manza
Pune,2012,38000,Petrol,Manual,First,5,4.36,2.25,19.7,796,46.3,maruti,alto
Kolkata,2013,775000,Diesel,Automatic,First,5,25.83,7.5,19.3,1968,141,skoda,octavia
Kolkata,2008,80000,Petrol,Automatic,First,5,21.085,2.8,11.3,1794,125,toyota,corolla
Coimbatore,2016,24973,Petrol,Manual,First,5,10.25,7.66,18.6,1197,81.83,hyundai,i20
Chennai,2016,45000,Diesel,Manual,First,5,9.12,7.15,24.3,1248,88.5,maruti,vitara
Delhi,2010,87430,Petrol,Manual,First,5,13.58,3.5,17,1497,118,honda,city
Hyderabad,2014,133944,Diesel,Manual,Second,5,7.63,3.5,18,1248,75,tata,indica
Kolkata,2013,57000,Diesel,Manual,First,5,8.54,3.45,25.8,1498,98.6,honda,amaze
Coimbatore,2016,27904,Petrol,Manual,First,5,10.25,3.55,21.1,814,55.2,hyundai,eon
Kochi,2015,30717,Diesel,Automatic,Second,5,58.67,25.99,21.76,1995,190,bmw,3
Bangalore,2012,80000,Diesel,Manual,First,5,14.255,5.25,22.32,1582,126.32,hyundai,verna
Ahmedabad,2013,47304,Diesel,Manual,First,5,7.63,2.9,21.02,1248,88.8,tata,manza
Jaipur,2005,100000,Petrol,Automatic,First,5,28.37,2.05,14.45,1984,227,skoda,octavia
Pune,2017,30000,Petrol,Manual,First,5,4.48,3.75,24.07,998,67.1,maruti,alto
Mumbai,2014,68000,Diesel,Manual,First,5,11.685,6.75,22.7,1498,89.84,ford,ecosport
Kolkata,2011,21000,Petrol,Manual,Second,5,11.3,0.95,18,995,62,chevrolet,spark
Hyderabad,2017,21000,Diesel,Automatic,First,5,72.64,52,19.33,1999,177,jaguar,xf
Jaipur,2007,119000,Petrol,Manual,Third,5,33.51,3.91,13.1,1997,141.1,honda,cr-v
Kochi,2019,13747,Petrol,Automatic,First,5,36.15,27.3,14.67,1798,177.46,skoda,superb
Chennai,2009,620000,Petrol,Manual,First,5,10.25,2.7,20.36,1197,78.9,hyundai,i10
Delhi,2013,70000,Diesel,Manual,First,5,7.88,3.5,22.9,1248,74,maruti,swift
Mumbai,2016,18000,Petrol,Automatic,First,5,7.88,6.2,18.5,1197,83.14,maruti,swift
Chennai,2011,83000,Diesel,Manual,First,5,9.47,2.75,23.08,1461,63.1,nissan,micra
Mumbai,2015,130000,Diesel,Manual,First,5,7.88,3.25,23.4,1248,74,maruti,swift
Pune,2012,63400,Diesel,Manual,First,5,11.685,3.25,17.8,1399,67,ford,fiesta
Kolkata,2003,65000,Petrol,Manual,First,5,7.88,0.65,17.3,993,60,maruti,zen
Pune,2017,8350,Petrol,Manual,First,5,44.59,35,13.8,1998,192,mini,clubman
Kolkata,2014,45000,Diesel,Manual,First,5,8.525,3.25,23.59,1364,67.05,toyota,etios
Kolkata,2018,26200,Petrol,Manual,First,5,4.36,2.9,24.7,796,47.3,maruti,alto
Bangalore,2011,11000,Petrol,Manual,Third,5,4.36,2.9,18.9,796,47,maruti,alto
Bangalore,2009,90000,Diesel,Automatic,Second,5,55.07,17.75,11,2993,235,bmw,x5
Mumbai,2015,74000,Petrol,Automatic,Second,5,11.33,8.25,11.07,2496,179.5,nissan,teana
Coimbatore,2015,37081,Petrol,Automatic,First,5,7.45,5.77,18.9,1197,82,hyundai,grand
Hyderabad,2017,39000,Diesel,Manual,First,5,12,9.49,24.3,1248,88.5,maruti,vitara
Mumbai,2008,99000,Diesel,Automatic,Third,7,101.96,12.95,12.07,2967,241.4,audi,q7
Chennai,2015,38000,Diesel,Automatic,First,5,41.94,20,17.9,2143,136,mercedes-benz,gla
Chennai,2007,72000,Petrol,Manual,Third,4,7.88,1,16.1,796,37,maruti,800
Chennai,2015,93000,Diesel,Manual,Second,5,15.05,7.1,20.45,1461,83.8,renault,duster
Mumbai,2017,5900,Diesel,Manual,First,5,21.085,16.5,21.43,1364,87.2,toyota,corolla
Chennai,2014,25000,Diesel,Manual,First,5,49.49,26,15.8,2148,170,mercedes-benz,new
Hyderabad,2010,68000,Diesel,Manual,Second,5,7.88,3.2,21.1,1248,73.9,maruti,ritz
Kochi,2017,35676,Petrol,Automatic,First,7,14.65,9.48,16,1497,117.3,honda,brv
Kochi,2015,74310,Diesel,Manual,First,5,8.23,4,24.4,1120,71,hyundai,xcent
Jaipur,2014,59364,Diesel,Automatic,First,5,86.97,26.5,14.21,2143,203,mercedes-benz,e-class
Kochi,2014,41380,Petrol,Automatic,Second,5,37.03,11.77,14.8,1595,120.7,mercedes-benz,b
Bangalore,2017,33900,Diesel,Automatic,First,5,86.97,37,15,2143,204,mercedes-benz,e-class
Mumbai,2016,28000,Petrol,Manual,First,5,13.58,8.75,17.8,1497,117.3,honda,city
Hyderabad,2007,50958,Petrol,Manual,First,5,4.55,1.95,17,1086,,hyundai,santro
Chennai,2011,93982,Petrol,Manual,First,5,13.58,3.75,17,1497,118,honda,city
Pune,2010,95000,Petrol,Manual,First,5,14.255,2.5,16.2,1599,103.2,hyundai,verna
Mumbai,2017,9000,Petrol,Automatic,First,5,53.72,34.5,13.5,1999,246.74,jaguar,xe
Delhi,2015,52516,Petrol,Manual,First,5,8.54,4.65,18,1198,86.7,honda,amaze
Bangalore,2015,20000,Petrol,Automatic,First,4,42.12,32,18.86,1598,122,mini,cooper
Coimbatore,2017,56451,Diesel,Automatic,First,5,49.49,62.81,13.5,2987,282,mercedes-benz,s
Chennai,2014,37000,Petrol,Manual,First,5,10.25,3.25,21.1,814,55.2,hyundai,eon
Kolkata,2014,17400,Petrol,Manual,First,5,5.51,3.1,20.51,998,67.04,maruti,wagon
Coimbatore,2011,90207,Diesel,Manual,First,5,7.88,3.91,21.1,1248,73.9,maruti,ritz
Chennai,2011,89616,Diesel,Automatic,First,5,54.43,11,16.07,1995,181,bmw,3
Pune,2014,85000,Diesel,Manual,First,5,7.63,3.5,13.49,2179,138.03,tata,xenon
Chennai,2014,79271,Diesel,Automatic,First,5,42.89,16.5,20.38,1968,143,audi,a3
Hyderabad,2012,56000,Diesel,Automatic,First,5,120,30,12.7,2179,187.7,land,rover
Pune,2010,85001,Diesel,Automatic,Second,7,49.49,28,12,2987,224,mercedes-benz,gl-class
Hyderabad,2018,12000,Diesel,Automatic,First,7,33.91,28,13.5,2477,175.56,mitsubishi,pajero
Jaipur,2010,125000,Petrol,Manual,First,5,4.36,0.92,19.7,796,46.3,maruti,alto
Pune,2013,53000,Petrol,Manual,First,5,5.51,2.75,14,1061,64,maruti,wagon
Coimbatore,2017,34990,Diesel,Automatic,First,5,120,53.83,12.7,2179,187.7,land,rover
Pune,2011,49768,Petrol,Manual,Second,5,14.255,4.95,17.01,1591,121.3,hyundai,verna
Hyderabad,2013,56000,Diesel,Automatic,First,5,67.87,33.5,16.73,2993,218,bmw,5
Bangalore,2013,75000,Diesel,Automatic,First,5,69.675,27.95,14.74,2993,270.9,jaguar,xf
Hyderabad,2010,57000,Petrol,Automatic,First,5,33.36,7.25,13.7,1798,157.75,skoda,superb
Kochi,2017,37542,Diesel,Automatic,First,5,44.8,25.71,15.73,1968,174.33,audi,q3
Coimbatore,2014,95649,Diesel,Automatic,First,5,120,29.67,12.7,2179,187.7,land,rover
Jaipur,2013,35299,Diesel,Automatic,First,5,49.49,19,14.84,2143,170,mercedes-benz,new
Kochi,2017,28464,Diesel,Manual,First,7,18.865,13.05,15.4,2179,120,mahindra,scorpio
Mumbai,2015,41000,Diesel,Automatic,First,5,60.88,25.5,21.76,1995,190,bmw,3
Pune,2017,9000,Petrol,Manual,First,7,12.51,8.5,15.4,1497,117.3,honda,br-v
Chennai,2010,92098,Diesel,Automatic,Second,5,45.67,7.25,16,2400,215,volvo,s80
Pune,2005,5834,Petrol,Manual,First,5,10.25,0.8,13.2,1495,94,hyundai,accent
Jaipur,2017,40250,Petrol,Manual,First,5,9.74,6.9,17.19,1197,81.86,hyundai,i20
Coimbatore,2018,22397,Petrol,Automatic,First,5,95.38,70.99,11.5,2996,367,mercedes-benz,glc
Kolkata,2015,20800,Petrol,Manual,Second,5,10.25,2.25,21.1,814,55.2,hyundai,eon
Kochi,2018,40322,Petrol,Manual,First,5,7.45,5.5,18.9,1197,81.86,hyundai,grand
Mumbai,2013,52576,Petrol,Manual,First,5,13.58,4.35,13,1493,100,honda,city
Kolkata,2010,55000,Petrol,Manual,First,5,10.15,2.25,16.47,1198,73.9,volkswagen,polo
Mumbai,2016,47000,Petrol,Automatic,First,5,60.59,24.5,15.26,1798,187.74,audi,a6
Hyderabad,2010,42021,Diesel,Manual,First,5,10.15,5.45,,1968,,volkswagen,jetta
Coimbatore,2017,23163,Petrol,Manual,First,5,16.06,12.03,15.29,1591,121.3,hyundai,creta
Mumbai,2011,50000,Petrol,Automatic,Second,5,49.49,8.5,11.74,1796,186,mercedes-benz,new
Mumbai,2014,11900,Petrol,Automatic,First,4,44.28,28.5,16.82,1998,189.08,mini,cooper
Pune,2006,108000,Petrol,Manual,Second,5,4.55,1.2,17,1086,,hyundai,santro
Bangalore,2013,37000,Diesel,Manual,First,5,8.525,5.75,23.59,1364,67.04,toyota,etios
Delhi,2014,30000,Petrol,Manual,Second,5,6.62,3.2,19.4,1198,86.8,honda,brio
Coimbatore,2018,12831,Petrol,Automatic,First,5,8.8,9.89,21.4,1197,83.1,maruti,baleno
Coimbatore,2012,143017,Diesel,Automatic,First,5,25.83,6.58,20,1968,138.1,skoda,laura
Kochi,2018,13102,Petrol,Manual,First,5,10.25,4.06,21.1,814,55.2,hyundai,eon
Coimbatore,2019,24950,Diesel,Manual,First,5,15.05,13.37,20.37,1461,108.45,renault,captur
Coimbatore,2011,57832,Diesel,Automatic,First,5,67.87,25.82,16.2,2993,258,bmw,5
Kochi,2016,34267,Petrol,Manual,First,5,4.36,3.74,22.74,796,47.3,maruti,alto
Bangalore,2015,33000,Diesel,Automatic,Second,5,37.9,22,16.8,1984,150,volvo,v40
Ahmedabad,2007,55100,Petrol,Manual,First,5,5.51,1.45,18.9,998,67.1,maruti,wagon
Kolkata,2008,40000,Petrol,Manual,First,5,13.58,2,17.7,1497,78,honda,city
Kochi,2017,31841,CNG,Manual,First,5,4.925,4.7,15.1,1196,73,maruti,eeco
Kolkata,2014,15000,Petrol,Manual,First,8,11.3,3.75,13.7,1399,98.79,chevrolet,enjoy
Coimbatore,2016,82756,Diesel,Manual,First,7,11.28,7.7,15.96,2523,62.1,mahindra,bolero
Coimbatore,2012,50243,Petrol,Manual,First,5,4.55,3.35,,1086,,hyundai,santro
Hyderabad,2014,20600,Petrol,Manual,First,5,10.25,2.6,21.1,814,55.2,hyundai,eon
Coimbatore,2017,29952,Petrol,Automatic,First,5,16.06,13.77,13,1591,121.3,hyundai,creta
Mumbai,2017,15000,Petrol,Manual,Second,5,11.48,7.1,16.09,1598,103.5,volkswagen,vento
Pune,2008,61938,Petrol,Automatic,Second,5,13.58,2.65,12.9,1799,130,honda,civic
Hyderabad,2014,67000,Diesel,Manual,First,5,7.63,2.5,22.3,1248,74,tata,indica
Kochi,2013,61672,Diesel,Manual,First,7,18.865,7.53,16,2179,140,mahindra,xuv500
Coimbatore,2017,26185,Petrol,Manual,First,5,10.25,7.98,18.6,1197,81.83,hyundai,i20
Bangalore,2014,38000,Diesel,Automatic,Second,5,53.14,39,14.16,1968,174.3,audi,q5
Chennai,2011,67000,Petrol,Manual,Second,5,7.88,2.25,18.5,1197,85.8,maruti,ritz
Chennai,2010,66000,Petrol,Manual,Second,5,33.21,3.85,13.17,1999,114,mitsubishi,cedia
Hyderabad,2015,80883,Diesel,Manual,First,7,24.01,13.5,12.8,2494,102,toyota,innova
Hyderabad,2016,80219,Diesel,Manual,First,5,5.87,3.5,27.62,793,47,maruti,celerio
Delhi,2018,12923,Diesel,Manual,First,5,11.26,8.92,25.1,1248,88.5,maruti,s-cross
Coimbatore,2016,86642,Diesel,Automatic,First,5,43.65,20.37,15.17,1968,181,audi,q3
Bangalore,2016,19235,Diesel,Automatic,First,5,62.07,36.5,21.76,1995,190,bmw,3
Coimbatore,2016,51002,Diesel,Automatic,First,7,101.96,48.91,11.33,4134,335.2,audi,q7
Pune,2016,6800,Petrol,Manual,First,5,10.25,7.2,18.6,1197,81.83,hyundai,i20
Hyderabad,2012,82749,Diesel,Manual,First,5,15.05,5.99,19.01,1461,108.45,renault,duster
Pune,2016,51000,Diesel,Manual,First,5,8.23,5.25,24.4,1120,71,hyundai,xcent
Delhi,2014,31465,Diesel,Manual,First,5,11.685,6.5,22.7,1498,89.84,ford,ecosport
Hyderabad,2013,76476,Petrol,Manual,First,5,10.15,4.4,16.47,1198,73.9,volkswagen,polo
Kolkata,2017,14000,Diesel,Manual,First,5,7.45,4.6,24,1120,70,hyundai,grand
Ahmedabad,2013,47000,Diesel,Manual,First,5,7.63,2.95,21.12,1248,88.8,tata,manza
Kolkata,2011,48466,Petrol,Manual,First,5,13.58,3.26,17,1497,118,honda,city
Bangalore,2008,46000,Petrol,Manual,Second,5,4.55,2.22,17.92,1086,62.1,hyundai,santro
Hyderabad,2012,162663,Diesel,Manual,First,7,24.01,10.5,12.99,2494,100,toyota,innova
Coimbatore,2017,25142,Diesel,Manual,First,5,11.11,8.26,28.09,1248,88.5,maruti,ciaz
Delhi,2013,69000,Diesel,Manual,First,7,37.17,14.45,12.55,2982,169,toyota,fortuner
Chennai,2009,80524,Petrol,Manual,Second,5,11.685,2.5,15.3,1596,,ford,fiesta
Kochi,2018,26405,Petrol,Automatic,First,5,86.97,51.43,12.6,1950,191.34,mercedes-benz,e-class
Chennai,2014,45000,Diesel,Manual,First,5,49.49,23,15.8,2148,170,mercedes-benz,new
Kolkata,2012,64284,Diesel,Manual,First,5,25.83,5.5,17.72,1968,108.49,skoda,yeti
Delhi,2015,27000,Petrol,Manual,First,5,7.45,4.5,18.9,1197,82,hyundai,grand
Hyderabad,2018,3678,Petrol,Manual,First,5,7.65,6.8,18.16,1196,86.8,ford,figo
Mumbai,2013,21000,Petrol,Manual,First,5,25.83,8.75,16.8,1395,138.02,skoda,octavia
Mumbai,2015,67000,Diesel,Manual,Second,5,15.05,7,19.87,1461,83.8,renault,duster
Delhi,2015,24000,Diesel,Automatic,Second,5,120,33.5,15.68,1999,177,land,rover
Chennai,2011,75000,Diesel,Manual,Second,5,7.65,2.25,20,1399,68,ford,figo
Hyderabad,2008,179000,Diesel,Automatic,Second,7,35.29,4.24,12.8,2953,156,ford,endeavour
Coimbatore,2017,47198,Diesel,Manual,First,7,37.17,28.42,12.55,2982,168.5,toyota,fortuner
Kolkata,2012,52000,Diesel,Manual,First,5,10.15,2.75,22.07,1199,73.9,volkswagen,polo
Jaipur,2011,91000,Diesel,Manual,First,5,7.88,3,23.2,1248,73.94,maruti,ritz
Pune,2013,60000,Diesel,Manual,First,5,9.47,3.55,23.08,1461,63.1,nissan,micra
Kolkata,2013,37873,Diesel,Manual,First,5,14.255,4.8,22.32,1582,126.32,hyundai,verna
Kolkata,2011,31000,Petrol,Automatic,First,5,67.87,13.5,10.8,2497,150,bmw,5
Pune,2017,129000,Diesel,Automatic,First,7,100,56,11,2987,258,mercedes-benz,gls
Hyderabad,2004,78000,Petrol,Automatic,First,5,33.51,3.99,12,2354,187.4,honda,cr-v
Bangalore,2016,32000,Diesel,Automatic,First,5,16.06,15.5,17.01,1582,126.2,hyundai,creta
Jaipur,2010,59000,Petrol,Manual,Second,5,10.25,2.32,19.81,1086,68.05,hyundai,i10
Kochi,2016,35437,Diesel,Automatic,First,5,34.63,18.58,20,2143,136,mercedes-benz,a
Jaipur,2014,98000,Petrol,Manual,First,7,11.27,5.5,16.02,1373,93.7,maruti,ertiga
Chennai,2006,72000,Diesel,Manual,Second,5,25.83,3.2,18.7,1896,66,skoda,octavia
Pune,2015,79000,Petrol,Manual,First,5,8.54,4,18,1198,86.7,honda,amaze
Chennai,2004,29000,Petrol,Manual,First,5,7.88,1.6,17.3,993,60,maruti,zen
Kochi,2013,66012,Petrol,Manual,First,5,7.88,4.15,15.5,1586,103.3,maruti,sx4
Mumbai,2014,35000,Petrol,Automatic,First,5,6.62,4.25,16.5,1198,86.8,honda,brio
Ahmedabad,2011,75000,Petrol,Manual,First,5,5.51,2.6,18.9,998,67.1,maruti,wagon
Mumbai,2008,80000,Petrol,Automatic,Second,5,40.62,3.43,12.1,2362,164.7,toyota,camry
Kochi,2012,32717,Petrol,Manual,First,5,11.3,2.55,18.6,1199,79.4,chevrolet,beat
Delhi,2017,25000,Diesel,Automatic,First,7,37.17,32,12.55,2982,168.5,toyota,fortuner
Mumbai,2014,79000,Diesel,Manual,First,5,11.685,6.25,22.7,1498,89.84,ford,ecosport
Hyderabad,2010,86000,Diesel,Manual,Second,5,7.88,3.6,17.8,1248,75,maruti,swift
Pune,2010,137000,Diesel,Automatic,First,5,49.49,18.5,13.5,2987,282,mercedes-benz,s
Mumbai,2015,25000,Petrol,Manual,Second,7,13.58,4.25,17.3,1497,117.3,honda,mobilio
Mumbai,2017,8500,Petrol,Manual,Second,5,7.45,4.8,18.9,1197,82,hyundai,grand
Bangalore,2015,34000,Diesel,Automatic,First,7,18.865,13,16,2179,140,mahindra,xuv500
Pune,2012,41629,Petrol,Manual,Second,5,25.83,2.25,14.83,1598,105,skoda,fabia
Hyderabad,2009,80227,Petrol,Manual,First,5,4.55,2.3,17.92,1086,62.1,hyundai,santro
Kochi,2019,8587,Petrol,Manual,First,5,16.06,13.56,15.29,1591,121.3,hyundai,creta
Delhi,2017,30000,Diesel,Manual,First,7,18.865,12.25,15.4,1997,120,mahindra,scorpio
Pune,2013,64186,Diesel,Manual,First,5,14.22,3.76,20.5,1598,103.5,skoda,rapid
Coimbatore,2015,76427,Diesel,Manual,First,5,15.05,8.58,19.01,1461,108.45,renault,duster
Hyderabad,2011,75000,Diesel,Automatic,First,5,55.07,27.5,11.7,2993,245,bmw,x5
Coimbatore,2013,27075,Petrol,Manual,First,5,8.525,4.95,17.6,1496,88.73,toyota,etios
Ahmedabad,2012,30000,Petrol,Manual,First,5,4.74,3.3,22.5,998,67.04,maruti,wagon
Chennai,2016,69434,Petrol,Manual,First,5,14.84,8,15.8,1591,121.3,hyundai,creta
Jaipur,2014,56000,Petrol,Manual,First,5,5.87,2.79,23.1,998,67.04,maruti,celerio
Coimbatore,2017,49275,Diesel,Automatic,First,5,120,45.64,12.7,2179,187.7,land,rover
Pune,2014,8700,Petrol,Manual,First,5,11.3,2.55,18.6,1199,76.8,chevrolet,beat
Ahmedabad,2014,18000,Petrol,Manual,Second,4,7.63,1,25.4,624,37.5,tata,nano
Coimbatore,2017,41041,Diesel,Automatic,First,5,67.1,37.56,17.68,1968,174.33,audi,a6
Kochi,2009,80464,Diesel,Automatic,Second,5,86.97,9.29,11,2987,198.5,mercedes-benz,e-class
Kochi,2019,20667,Petrol,Manual,First,5,7.88,6.37,22,1197,81.8,maruti,swift
Coimbatore,2013,60283,Petrol,Manual,First,5,9.075,2.98,14.6,1368,112,fiat,linea
Kochi,2017,31696,Petrol,Manual,First,5,7.88,5.75,20.4,1197,81.8,maruti,swift
Hyderabad,2010,100000,Diesel,Manual,First,7,37.17,13,11.5,2982,171,toyota,fortuner
Mumbai,2014,13361,Petrol,Manual,First,7,11.27,6.8,16.02,1373,93.7,maruti,ertiga
Coimbatore,2010,48394,Petrol,Automatic,First,5,54.43,10.49,12.05,1995,154,bmw,3
Jaipur,2014,47399,Petrol,Manual,First,7,11.27,5.6,16.02,1373,93.7,maruti,ertiga
Mumbai,2010,69000,Petrol,Automatic,Second,5,13.58,2.85,16.8,1497,118,honda,city
Coimbatore,2013,65278,Diesel,Manual,First,7,10.25,8.36,14.66,2199,194.3,hyundai,santa
Jaipur,2005,108000,Diesel,Manual,First,5,7.63,1,17,1405,70,tata,indigo
Kolkata,2010,50645,Petrol,Automatic,Second,5,86.97,10.75,10.93,2497,204,mercedes-benz,e-class
Hyderabad,2011,130002,Diesel,Manual,First,5,7.88,3.85,19.3,1248,73.9,maruti,swift
Hyderabad,2012,107000,Diesel,Manual,First,5,11.685,3,17.8,1399,67,ford,fiesta
Coimbatore,2015,41950,Petrol,Automatic,First,5,13.58,9.6,18,1497,117.3,honda,city
Delhi,2012,109000,Diesel,Manual,First,7,37.17,13.25,13,2982,168.5,toyota,fortuner
Mumbai,2016,9000,Petrol,Manual,First,5,8.54,5.75,18,1198,86.7,honda,amaze
Delhi,2014,43900,Diesel,Manual,First,5,10.25,6.75,22.54,1396,88.73,hyundai,i20
Bangalore,2013,64000,Diesel,Manual,Second,7,11.3,4.85,18.2,1248,73.8,chevrolet,enjoy
Kochi,2019,13190,Petrol,Automatic,First,5,49.49,38.99,,1950,181.43,mercedes-benz,new
Mumbai,2009,77652,Petrol,Automatic,First,5,7.88,2.85,12.6,1586,103.2,maruti,sx4
Mumbai,2012,55000,Diesel,Manual,First,7,24.01,9.51,12.99,2494,100,toyota,innova
Ahmedabad,2012,59900,Diesel,Automatic,Second,5,67.87,18.5,18.48,1995,177,bmw,5
Delhi,2015,73539,Diesel,Manual,First,5,15.05,6.75,19.01,1461,108.45,renault,duster
Coimbatore,2017,31645,Diesel,Automatic,First,5,48.18,29.4,20.68,1995,190,bmw,x1
