Suburb,Rooms,Type,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Regionname,Propertycount,Price,Total_Space_New
St Kilda,1,u,McGrath,2016-03-09,6.1,3182.0,1,1,1,50.0,Southern Metropolitan,13240,380000,4
St Kilda,2,u,Gary,2016-03-09,6.1,3182.0,1,1,1,50.0,Southern Metropolitan,13240,502000,5
Strathmore,3,h,Considine,2016-03-09,9.7,3041.0,3,2,2,662.0,Western Metropolitan,3284,905000,10
Strathmore,4,h,Frank,2016-03-09,9.7,3041.0,3,1,1,537.0,Western Metropolitan,3284,1055000,9
Strathmore,4,h,Nelson,2016-03-09,9.7,3041.0,3,1,1,537.0,Western Metropolitan,3284,1390000,9
Strathmore,4,h,Considine,2016-03-09,9.7,3041.0,4,2,2,699.0,Western Metropolitan,3284,1052000,12
Sunshine,3,h,GL,2016-03-09,12.6,3020.0,3,1,1,537.0,Western Metropolitan,3755,670000,8
Sunshine,2,u,Douglas,2016-03-09,12.6,3020.0,2,1,1,79.0,Western Metropolitan,3755,260000,6
Sunshine North,3,h,Douglas,2016-03-09,13.3,3020.0,3,1,1,537.0,Western Metropolitan,4217,650000,8
Sunshine North,4,h,Barry,2016-03-09,13.3,3020.0,4,1,1,683.0,Western Metropolitan,4217,716000,10
Sunshine West,4,h,Sweeney,2016-03-09,13.5,3020.0,3,1,1,537.0,Western Metropolitan,6763,661000,9
Sunshine West,3,h,Barry,2016-03-09,13.5,3020.0,3,1,2,780.0,Western Metropolitan,6763,496000,9
Surrey Hills,4,h,Marshall,2016-03-09,11.2,3127.0,4,3,2,596.0,Southern Metropolitan,5457,2440000,13
Surrey Hills,3,t,Fletchers,2016-03-09,11.2,3127.0,4,2,2,401.0,Southern Metropolitan,5457,1110000,11
Surrey Hills,4,h,Fletchers,2016-03-09,11.2,3127.0,4,3,2,771.0,Southern Metropolitan,5457,2128000,13
Surrey Hills,3,h,Noel,2016-03-09,11.2,3127.0,3,1,2,843.0,Southern Metropolitan,5457,2009000,9
Surrey Hills,5,h,RT,2016-03-09,11.2,3127.0,5,3,2,735.0,Southern Metropolitan,5457,2200000,15
Templestowe Lower,3,h,Ray,2016-03-09,13.8,3107.0,4,2,2,649.0,Eastern Metropolitan,5420,1150000,11
Templestowe Lower,4,h,Zahn,2016-03-09,13.8,3107.0,4,2,2,657.0,Eastern Metropolitan,5420,1201000,12
Thornbury,3,u,Jellis,2016-03-09,6.5,3071.0,3,1,1,50.0,Northern Metropolitan,8870,510000,8
Viewbank,4,h,Miles,2016-03-09,13.8,3084.0,4,2,2,626.0,Eastern Metropolitan,2698,910000,12
Viewbank,3,h,Miles,2016-03-09,13.8,3084.0,4,2,2,656.0,Eastern Metropolitan,2698,960000,11
Watsonia,3,h,Darren,2016-03-09,14.9,3087.0,3,1,1,482.0,Northern Metropolitan,2329,620000,8
West Melbourne,3,t,Jellis,2016-03-09,1.9,3003.0,3,3,2,50.0,Northern Metropolitan,2230,1010000,11
Williamstown,4,h,hockingstuart,2016-03-09,8.0,3016.0,3,2,1,452.0,Western Metropolitan,6380,1325000,10
Williamstown,4,h,Gunn&Co,2016-03-09,8.0,3016.0,4,2,1,320.0,Western Metropolitan,6380,1400000,11
Williamstown,3,h,Sweeney,2016-03-09,8.0,3016.0,3,1,1,537.0,Western Metropolitan,6380,920000,8
Williamstown,3,h,Greg,2016-03-09,8.0,3016.0,3,1,1,507.0,Western Metropolitan,6380,1535000,8
Williamstown North,2,t,Village,2016-03-09,8.9,3016.0,2,1,1,53.0,Western Metropolitan,802,500000,6
Windsor,2,u,Jellis,2016-03-09,5.1,3181.0,2,2,1,50.0,Southern Metropolitan,4380,580000,7
Yallambie,3,h,Darren,2016-03-09,15.0,3085.0,3,1,1,482.0,Northern Metropolitan,1369,665000,8
Yallambie,4,h,Barry,2016-03-09,15.0,3085.0,4,1,1,530.0,Northern Metropolitan,1369,700000,10
Yarraville,3,h,Jas,2016-03-09,7.0,3013.0,3,2,1,448.0,Western Metropolitan,6543,1000000,9
Yarraville,2,u,hockingstuart,2016-03-09,7.0,3013.0,2,1,1,80.0,Western Metropolitan,6543,640000,6
Yarraville,2,h,Village,2016-03-09,7.0,3013.0,3,1,2,471.0,Western Metropolitan,6543,890000,8
Yarraville,2,h,Jas,2016-03-09,7.0,3013.0,2,1,1,134.0,Western Metropolitan,6543,760000,6
Yarraville,3,h,Village,2016-03-09,7.0,3013.0,3,1,0,191.0,Western Metropolitan,6543,1165000,7
Abbotsford,2,h,Biggin,2016-03-12,2.5,3067.0,2,1,1,202.0,Northern Metropolitan,4019,1480000,6
Airport West,3,h,Nelson,2016-03-12,13.5,3042.0,3,2,1,50.0,Western Metropolitan,3464,730000,9
Altona,5,h,Greg,2016-03-12,13.8,3018.0,5,3,3,729.0,Western Metropolitan,5301,1525000,16
Armadale,2,u,Noel,2016-03-12,6.3,3143.0,2,1,0,861.0,Southern Metropolitan,4836,550000,5
Armadale,3,u,Marshall,2016-03-12,6.3,3143.0,3,2,2,50.0,Southern Metropolitan,4836,995000,10
Armadale,3,t,Jellis,2016-03-12,6.3,3143.0,3,2,2,101.0,Southern Metropolitan,4836,1205000,10
Armadale,3,h,Marshall,2016-03-12,6.3,3143.0,3,1,1,593.0,Southern Metropolitan,4836,2675000,8
Armadale,3,h,Jellis,2016-03-12,6.3,3143.0,3,2,2,296.0,Southern Metropolitan,4836,1939000,10
Armadale,1,u,Biggin,2016-03-12,6.3,3143.0,1,1,0,50.0,Southern Metropolitan,4836,421500,3
Armadale,2,u,hockingstuart,2016-03-12,6.3,3143.0,1,1,1,50.0,Southern Metropolitan,4836,585000,5
Ascot Vale,3,h,Nelson,2016-03-12,5.9,3032.0,3,1,2,298.0,Western Metropolitan,6567,940000,9
Ascot Vale,2,u,Brad,2016-03-12,5.9,3032.0,2,1,1,50.0,Western Metropolitan,6567,467000,6
Ashburton,3,h,Jellis,2016-03-12,11.0,3147.0,3,2,2,599.0,Southern Metropolitan,3052,1670000,10
Ashburton,3,t,Buxton,2016-03-12,11.0,3147.0,3,2,2,203.0,Southern Metropolitan,3052,955000,10
Ashburton,3,t,Fletchers,2016-03-12,11.0,3147.0,3,3,4,310.0,Southern Metropolitan,3052,2050000,13
Ashwood,3,h,Woodards,2016-03-12,12.2,3147.0,3,1,1,842.0,Southern Metropolitan,2894,1250000,8
Avondale Heights,3,t,Nelson,2016-03-12,10.5,3034.0,3,3,1,557.0,Western Metropolitan,4502,851000,10
Balaclava,2,u,hockingstuart,2016-03-12,6.6,3183.0,2,1,2,50.0,Southern Metropolitan,2952,410000,7
Balwyn,3,u,Philip,2016-03-12,9.7,3103.0,3,2,2,206.0,Southern Metropolitan,5682,1070000,10
Balwyn,4,h,Marshall,2016-03-12,9.7,3103.0,3,1,1,593.0,Southern Metropolitan,5682,2200000,9
Balwyn,4,h,Fletchers,2016-03-12,9.7,3103.0,3,1,1,593.0,Southern Metropolitan,5682,2290000,9
Balwyn,5,h,RT,2016-03-12,9.7,3103.0,5,3,2,715.0,Southern Metropolitan,5682,2570000,15
Balwyn,4,h,RW,2016-03-12,9.7,3103.0,4,2,2,744.0,Southern Metropolitan,5682,2400000,12
Balwyn,3,h,North,2016-03-12,9.7,3103.0,3,3,2,651.0,Southern Metropolitan,5682,2200000,11
Balwyn,5,h,hockingstuart,2016-03-12,9.7,3103.0,5,5,2,651.0,Southern Metropolitan,5682,3250000,17
Balwyn,2,u,Noel,2016-03-12,9.7,3103.0,2,1,1,122.0,Southern Metropolitan,5682,806000,6
Balwyn,6,h,Jellis,2016-03-12,9.7,3103.0,6,4,7,2051.0,Southern Metropolitan,5682,4000000,23
Balwyn,2,h,Jellis,2016-03-12,9.7,3103.0,2,2,2,50.0,Southern Metropolitan,5682,1215000,8
Balwyn,5,h,Noel,2016-03-12,9.7,3103.0,5,3,2,600.0,Southern Metropolitan,5682,2250000,15
Balwyn North,7,h,Barry,2016-03-12,9.2,3104.0,7,2,0,942.0,Southern Metropolitan,7809,1350000,16
Balwyn North,4,h,Noel,2016-03-12,9.2,3104.0,4,2,2,647.0,Southern Metropolitan,7809,1905000,12
Balwyn North,5,h,hockingstuart,2016-03-12,9.2,3104.0,5,4,2,760.0,Southern Metropolitan,7809,3300000,16
Balwyn North,4,h,Fletchers,2016-03-12,9.2,3104.0,4,2,2,642.0,Southern Metropolitan,7809,1900000,12
Balwyn North,3,h,Marshall,2016-03-12,9.2,3104.0,3,1,2,888.0,Southern Metropolitan,7809,2251000,9
Balwyn North,3,h,Jellis,2016-03-12,9.2,3104.0,3,1,1,593.0,Southern Metropolitan,7809,2160000,8
Balwyn North,4,h,RW,2016-03-12,9.2,3104.0,4,2,2,750.0,Southern Metropolitan,7809,2205000,12
Balwyn North,3,h,hockingstuart,2016-03-12,9.2,3104.0,3,2,1,347.0,Southern Metropolitan,7809,1265000,9
Bentleigh,2,h,Woodards,2016-03-12,13.0,3204.0,2,1,4,730.0,Southern Metropolitan,6795,1550000,9
Bentleigh,4,h,Woodards,2016-03-12,13.0,3204.0,4,1,4,786.0,Southern Metropolitan,6795,1420000,13
Bentleigh,3,h,Buxton,2016-03-12,13.0,3204.0,3,2,2,613.0,Southern Metropolitan,6795,1425000,10
Bentleigh,2,t,hockingstuart,2016-03-12,13.0,3204.0,2,1,1,140.0,Southern Metropolitan,6795,851000,6
Bentleigh East,2,u,hockingstuart,2016-03-12,13.9,3165.0,2,1,2,281.0,Southern Metropolitan,10969,746000,7
Bentleigh East,4,t,Buxton,2016-03-12,13.9,3165.0,3,2,1,267.0,Southern Metropolitan,10969,1250000,10
Bentleigh East,1,u,Woodards,2016-03-12,13.9,3165.0,1,1,1,105.0,Southern Metropolitan,10969,580000,4
Bentleigh East,3,t,Buxton,2016-03-12,13.9,3165.0,3,2,1,267.0,Southern Metropolitan,10969,913788,9
Bentleigh East,5,h,Buxton,2016-03-12,13.9,3165.0,5,2,2,683.0,Southern Metropolitan,10969,1275000,14
Bentleigh East,4,t,Buxton,2016-03-12,13.9,3165.0,3,2,1,267.0,Southern Metropolitan,10969,1200000,10
Bentleigh East,4,h,hockingstuart,2016-03-12,13.9,3165.0,3,1,1,593.0,Southern Metropolitan,10969,515000,9
Bentleigh East,3,h,C21,2016-03-12,13.9,3165.0,3,1,2,603.0,Southern Metropolitan,10969,1206000,9
Bentleigh East,4,h,Buxton,2016-03-12,13.9,3165.0,3,1,1,593.0,Southern Metropolitan,10969,950000,9
Brighton,4,h,Hodges,2016-03-12,11.2,3186.0,4,2,2,436.0,Southern Metropolitan,10579,1830000,12
Brighton,3,t,Nick,2016-03-12,11.2,3186.0,3,2,1,267.0,Southern Metropolitan,10579,1300000,9
Brighton,4,h,Marshall,2016-03-12,11.2,3186.0,4,3,2,836.0,Southern Metropolitan,10579,3695000,13
Brighton,2,u,Hodges,2016-03-12,11.2,3186.0,2,1,2,50.0,Southern Metropolitan,10579,536000,7
Brighton,4,h,Marshall,2016-03-12,11.2,3186.0,4,3,2,742.0,Southern Metropolitan,10579,3700000,13
Brighton,4,h,Buxton,2016-03-12,11.2,3186.0,4,3,2,745.0,Southern Metropolitan,10579,3775000,13
Brighton,3,h,Buxton,2016-03-12,11.2,3186.0,3,1,2,432.0,Southern Metropolitan,10579,1975000,9
Brighton East,4,t,Marshall,2016-03-12,10.7,3187.0,3,2,1,267.0,Southern Metropolitan,6938,1525000,10
Brighton East,4,h,hockingstuart,2016-03-12,10.7,3187.0,4,3,2,618.0,Southern Metropolitan,6938,1310000,13
Brighton East,3,u,RT,2016-03-12,10.7,3187.0,1,1,1,50.0,Southern Metropolitan,6938,1465000,6
Brighton East,2,h,hockingstuart,2016-03-12,10.7,3187.0,2,1,2,443.0,Southern Metropolitan,6938,1250000,7
Brighton East,4,h,Marshall,2016-03-12,10.7,3187.0,4,2,2,674.0,Southern Metropolitan,6938,2504000,12
Brighton East,2,u,hockingstuart,2016-03-12,10.7,3187.0,2,1,1,50.0,Southern Metropolitan,6938,700000,6
Brighton East,2,u,Buxton,2016-03-12,10.7,3187.0,2,1,3,305.0,Southern Metropolitan,6938,750000,8
Brunswick,4,h,Jellis,2016-03-12,5.2,3056.0,4,3,1,238.0,Northern Metropolitan,11918,1802500,12
Brunswick,4,h,Nelson,2016-03-12,5.2,3056.0,4,3,1,365.0,Northern Metropolitan,11918,1500000,12
Brunswick West,2,u,Nelson,2016-03-12,5.9,3055.0,2,1,1,50.0,Northern Metropolitan,7082,320000,6
Brunswick West,3,h,Nelson,2016-03-12,5.9,3055.0,3,1,1,50.0,Northern Metropolitan,7082,1190000,8
Bulleen,4,t,Jellis,2016-03-12,11.8,3105.0,3,1,1,236.0,Eastern Metropolitan,4480,930000,9
Bulleen,4,h,Jellis,2016-03-12,11.8,3105.0,4,3,2,410.0,Eastern Metropolitan,4480,1505000,13
Bulleen,3,t,Philip,2016-03-12,11.8,3105.0,3,1,1,236.0,Eastern Metropolitan,4480,790000,8
Burwood,3,h,Fletchers,2016-03-12,11.7,3125.0,3,1,2,697.0,Southern Metropolitan,5678,1390000,9
Burwood,3,h,Stockdale,2016-03-12,11.7,3125.0,3,1,2,773.0,Southern Metropolitan,5678,1300000,9
Burwood,4,h,Ray,2016-03-12,11.7,3125.0,4,2,2,1145.0,Southern Metropolitan,5678,1890000,12
Burwood,3,u,Ray,2016-03-12,11.7,3125.0,3,2,2,265.0,Southern Metropolitan,5678,1022500,10
Burwood,3,h,Fletchers,2016-03-12,11.7,3125.0,3,1,1,662.0,Southern Metropolitan,5678,1250000,8
Camberwell,2,u,Jellis,2016-03-12,7.8,3124.0,2,1,2,50.0,Southern Metropolitan,8920,1017000,7
Camberwell,2,u,Noel,2016-03-12,7.8,3124.0,2,1,1,137.0,Southern Metropolitan,8920,729000,6
Camberwell,5,h,Marshall,2016-03-12,7.8,3124.0,5,4,1,708.0,Southern Metropolitan,8920,2600000,15
Camberwell,3,h,Marshall,2016-03-12,7.8,3124.0,3,2,2,305.0,Southern Metropolitan,8920,1650000,10
Canterbury,3,h,Marshall,2016-03-12,9.0,3126.0,3,1,1,459.0,Southern Metropolitan,3265,1587500,8
Carnegie,2,u,Woodards,2016-03-12,11.4,3163.0,2,1,1,73.0,Southern Metropolitan,7822,600000,6
Carnegie,3,h,hockingstuart,2016-03-12,11.4,3163.0,3,1,2,425.0,Southern Metropolitan,7822,1295000,9
Carnegie,4,h,hockingstuart,2016-03-12,11.4,3163.0,4,2,0,365.0,Southern Metropolitan,7822,1275000,10
Carnegie,3,h,Buxton,2016-03-12,11.4,3163.0,3,1,1,808.0,Southern Metropolitan,7822,1620000,8
Caulfield,4,t,Gary,2016-03-12,8.9,3162.0,4,3,2,812.0,Southern Metropolitan,2379,1600000,13
Caulfield,5,h,Gary,2016-03-12,8.9,3162.0,5,2,2,593.0,Southern Metropolitan,2379,1665000,14
Caulfield South,3,h,hockingstuart,2016-03-12,9.3,3162.0,3,1,2,451.0,Southern Metropolitan,5051,1460000,9
Caulfield South,1,u,Gary,2016-03-12,9.3,3162.0,1,1,1,50.0,Southern Metropolitan,5051,275500,4
Chadstone,4,h,Jellis,2016-03-12,13.6,3148.0,4,2,2,600.0,Southern Metropolitan,3582,1507000,12
Clifton Hill,1,u,Woodards,2016-03-12,3.4,3068.0,1,1,1,50.0,Northern Metropolitan,2954,340000,4
Coburg,2,t,Nelson,2016-03-12,7.8,3058.0,2,1,1,145.0,Northern Metropolitan,11204,655000,6
Coburg,3,h,Nelson,2016-03-12,7.8,3058.0,3,1,0,702.0,Northern Metropolitan,11204,680000,7
Coburg,4,h,Nelson,2016-03-12,7.8,3058.0,4,1,2,596.0,Northern Metropolitan,11204,1221000,11
Coburg,2,t,Nelson,2016-03-12,7.8,3058.0,2,2,1,50.0,Northern Metropolitan,11204,807000,7
Coburg,3,h,Del,2016-03-12,7.8,3058.0,3,1,2,371.0,Northern Metropolitan,11204,790000,9
Coburg,4,h,Nelson,2016-03-12,7.8,3058.0,4,2,1,295.0,Northern Metropolitan,11204,955000,11
Coburg,2,t,Nelson,2016-03-12,7.8,3058.0,2,1,1,145.0,Northern Metropolitan,11204,480000,6
Coburg North,3,h,Melbourne,2016-03-12,9.2,3058.0,3,1,1,482.0,Northern Metropolitan,3445,751000,8
Coburg North,4,h,Nelson,2016-03-12,9.2,3058.0,4,2,2,661.0,Northern Metropolitan,3445,895000,12
Coburg North,3,h,hockingstuart,2016-03-12,9.2,3058.0,3,1,0,404.0,Northern Metropolitan,3445,655000,7
Collingwood,3,h,Jellis,2016-03-12,1.6,3066.0,3,1,0,167.0,Northern Metropolitan,4553,1260000,7
Doncaster,3,h,Barry,2016-03-12,13.9,3108.0,3,1,4,727.0,Eastern Metropolitan,9028,1403000,11
Doncaster,4,h,Jellis,2016-03-12,13.9,3108.0,4,2,0,725.0,Eastern Metropolitan,9028,1408000,10
Doncaster,4,t,Barry,2016-03-12,13.9,3108.0,4,2,2,242.0,Eastern Metropolitan,9028,855000,12
Doncaster,3,h,Barry,2016-03-12,13.9,3108.0,3,1,1,638.0,Eastern Metropolitan,9028,1450000,8
Doncaster,5,h,Jellis,2016-03-12,13.9,3108.0,5,2,2,660.0,Eastern Metropolitan,9028,1461800,14
Doncaster,4,h,Barry,2016-03-12,13.9,3108.0,4,1,2,658.0,Eastern Metropolitan,9028,1396000,11
Elsternwick,3,h,Biggin,2016-03-12,8.5,3185.0,3,2,2,447.0,Southern Metropolitan,4898,1625000,10
Elsternwick,2,h,Purplebricks,2016-03-12,8.5,3185.0,2,1,1,221.0,Southern Metropolitan,4898,906000,6
Elsternwick,4,h,hockingstuart,2016-03-12,8.5,3185.0,4,2,0,147.0,Southern Metropolitan,4898,1100000,10
Elwood,1,u,Biggin,2016-03-12,7.7,3184.0,1,1,0,50.0,Southern Metropolitan,8989,392500,3
Elwood,2,u,Morleys,2016-03-12,7.7,3184.0,2,1,1,50.0,Southern Metropolitan,8989,507000,6
Elwood,2,u,Wilson,2016-03-12,7.7,3184.0,2,1,1,553.0,Southern Metropolitan,8989,525000,6
Elwood,3,h,Chisholm,2016-03-12,7.7,3184.0,3,1,2,463.0,Southern Metropolitan,8989,2116000,9
Elwood,2,u,Gary,2016-03-12,7.7,3184.0,2,1,1,50.0,Southern Metropolitan,8989,750000,6
Elwood,1,u,Chisholm,2016-03-12,7.7,3184.0,1,1,1,50.0,Southern Metropolitan,8989,510000,4
Elwood,2,u,Chisholm,2016-03-12,7.7,3184.0,2,1,0,50.0,Southern Metropolitan,8989,599999,5
Elwood,1,u,hockingstuart,2016-03-12,7.7,3184.0,1,1,0,50.0,Southern Metropolitan,8989,300000,3
Essendon,3,h,Barry,2016-03-12,8.0,3040.0,3,1,1,445.0,Western Metropolitan,9264,980000,8
Essendon,2,u,Barry,2016-03-12,8.0,3040.0,2,1,1,80.0,Western Metropolitan,9264,531500,6
Essendon,3,h,Nelson,2016-03-12,8.0,3040.0,3,1,3,688.0,Western Metropolitan,9264,1295000,10
Essendon,4,h,Nelson,2016-03-12,8.0,3040.0,4,1,2,733.0,Western Metropolitan,9264,1900000,11
Essendon,2,t,Frank,2016-03-12,8.0,3040.0,2,1,2,752.0,Western Metropolitan,9264,595000,7
Fairfield,3,h,McGrath,2016-03-12,5.8,3078.0,3,1,2,309.0,Northern Metropolitan,2970,1350000,9
Flemington,2,u,Rendina,2016-03-12,4.4,3031.0,2,1,1,50.0,Northern Metropolitan,3593,365000,6
Flemington,2,t,Jellis,2016-03-12,4.4,3031.0,2,1,1,145.0,Northern Metropolitan,3593,553000,6
Footscray,4,h,Nelson,2016-03-12,6.4,3011.0,4,2,1,319.0,Western Metropolitan,7570,1225000,11
Footscray,2,u,Jas,2016-03-12,6.4,3011.0,2,1,1,50.0,Western Metropolitan,7570,431000,6
Footscray,3,h,Naison,2016-03-12,6.4,3011.0,3,1,1,292.0,Western Metropolitan,7570,1003000,8
Footscray,3,h,Sweeney,2016-03-12,6.4,3011.0,3,1,0,164.0,Western Metropolitan,7570,840000,7
Footscray,3,h,Village,2016-03-12,6.4,3011.0,3,2,0,497.0,Western Metropolitan,7570,1362000,8
Footscray,4,h,Village,2016-03-12,6.4,3011.0,4,2,1,154.0,Western Metropolitan,7570,977000,11
Glen Iris,4,h,Marshall,2016-03-12,9.2,3146.0,4,2,2,868.0,Southern Metropolitan,10412,1800000,12
Glen Iris,1,u,hockingstuart,2016-03-12,9.2,3146.0,1,1,1,50.0,Southern Metropolitan,10412,350000,4
Glen Iris,3,h,J,2016-03-12,9.2,3146.0,3,1,1,593.0,Southern Metropolitan,10412,2260000,8
Glen Iris,3,t,Noel,2016-03-12,9.2,3146.0,3,2,1,267.0,Southern Metropolitan,10412,1753000,9
Glen Iris,4,h,J,2016-03-12,9.2,3146.0,4,2,1,739.0,Southern Metropolitan,10412,1998000,11
Glenroy,3,h,Walshe,2016-03-12,13.0,3046.0,3,1,3,640.0,Northern Metropolitan,8870,610000,10
Glenroy,3,h,Nelson,2016-03-12,13.0,3046.0,3,1,1,336.0,Northern Metropolitan,8870,500000,8
Glenroy,3,h,Stockdale,2016-03-12,13.0,3046.0,3,1,1,482.0,Northern Metropolitan,8870,800000,8
Glenroy,3,h,Barry,2016-03-12,13.0,3046.0,3,1,2,766.0,Northern Metropolitan,8870,806500,9
Glenroy,5,h,Barry,2016-03-12,13.0,3046.0,5,3,2,700.0,Northern Metropolitan,8870,1150000,15
Hadfield,2,h,Eview,2016-03-12,12.1,3046.0,2,1,1,394.0,Northern Metropolitan,2606,610000,6
Hadfield,3,h,YPA,2016-03-12,12.1,3046.0,3,1,1,604.0,Northern Metropolitan,2606,630000,8
Hadfield,4,h,Barry,2016-03-12,12.1,3046.0,4,3,5,591.0,Northern Metropolitan,2606,870000,16
Hampton,2,h,Buxton,2016-03-12,13.7,3188.0,3,1,1,593.0,Southern Metropolitan,5454,1871000,7
Hampton,4,h,Hodges,2016-03-12,13.7,3188.0,4,2,3,688.0,Southern Metropolitan,5454,2140000,13
Hampton,4,h,Marshall,2016-03-12,13.7,3188.0,4,2,2,607.0,Southern Metropolitan,5454,1600000,12
Hampton,3,t,Marshall,2016-03-12,13.7,3188.0,3,2,3,1402.0,Southern Metropolitan,5454,2200000,11
Hampton,3,h,Ray,2016-03-12,13.7,3188.0,3,1,2,289.0,Southern Metropolitan,5454,1003500,9
Hampton,2,u,Buxton,2016-03-12,13.7,3188.0,2,1,1,50.0,Southern Metropolitan,5454,802000,6
Hampton,4,t,Buxton,2016-03-12,13.7,3188.0,4,1,1,692.0,Southern Metropolitan,5454,1500000,10
Hampton,4,h,Hodges,2016-03-12,13.7,3188.0,4,2,2,664.0,Southern Metropolitan,5454,1686500,12
Hawthorn,3,h,Jellis,2016-03-12,4.6,3122.0,3,2,3,1038.0,Southern Metropolitan,11308,5100000,11
Hawthorn,4,h,Jellis,2016-03-12,4.6,3122.0,4,2,1,336.0,Southern Metropolitan,11308,2670000,11
Hawthorn,3,h,Jellis,2016-03-12,4.6,3122.0,3,1,0,228.0,Southern Metropolitan,11308,1480000,7
Hawthorn,1,u,Woodards,2016-03-12,4.6,3122.0,1,1,1,50.0,Southern Metropolitan,11308,348000,4
Hawthorn,1,u,Fletchers,2016-03-12,4.6,3122.0,1,1,0,50.0,Southern Metropolitan,11308,320000,3
Hawthorn,3,u,Marshall,2016-03-12,4.6,3122.0,3,1,1,181.0,Southern Metropolitan,11308,1189000,8
Heidelberg West,3,h,William,2016-03-12,9.4,3081.0,3,1,1,523.0,Eastern Metropolitan,2674,560000,8
Heidelberg West,2,h,Miles,2016-03-12,9.4,3081.0,2,1,3,602.0,Eastern Metropolitan,2674,735000,8
Hughesdale,3,h,Ray,2016-03-12,13.0,3166.0,3,1,1,593.0,Southern Metropolitan,3145,1490000,8
Hughesdale,3,h,Ray,2016-03-12,13.0,3166.0,3,1,1,705.0,Southern Metropolitan,3145,1340000,8
Ivanhoe,2,u,Miles,2016-03-12,7.9,3079.0,2,1,1,50.0,Eastern Metropolitan,5549,430000,6
Ivanhoe,1,u,Miles,2016-03-12,7.9,3079.0,1,1,0,75.0,Eastern Metropolitan,5549,460000,3
Ivanhoe,4,h,Nelson,2016-03-12,7.9,3079.0,4,3,2,610.0,Eastern Metropolitan,5549,1601000,13
Kealba,4,h,Barry,2016-03-12,15.0,3021.0,4,2,2,558.0,Western Metropolitan,1202,740000,12
Keilor East,3,t,Barry,2016-03-12,12.8,3033.0,3,2,1,331.0,Western Metropolitan,5629,770000,9
Keilor East,3,t,Nelson,2016-03-12,12.8,3033.0,3,2,1,184.0,Western Metropolitan,5629,480000,9
Keilor East,3,h,Nelson,2016-03-12,12.8,3033.0,3,1,2,610.0,Western Metropolitan,5629,590000,9
Keilor East,4,h,Nelson,2016-03-12,12.8,3033.0,4,2,1,289.0,Western Metropolitan,5629,900000,11
Kensington,2,h,Jellis,2016-03-12,4.2,3031.0,2,1,0,150.0,Northern Metropolitan,5263,775000,5
Kew,2,u,Reach,2016-03-12,5.6,3101.0,2,2,1,50.0,Southern Metropolitan,10331,562500,7
Kew,2,u,Jellis,2016-03-12,5.6,3101.0,2,1,1,50.0,Southern Metropolitan,10331,520000,6
Kew,4,h,Jellis,2016-03-12,5.6,3101.0,3,1,1,593.0,Southern Metropolitan,10331,2250000,9
Kew,5,h,Marshall,2016-03-12,5.6,3101.0,5,3,2,853.0,Southern Metropolitan,10331,4350000,15
Maidstone,2,u,Burnham,2016-03-12,9.2,3012.0,2,1,1,1972.0,Western Metropolitan,3873,275000,6
Maidstone,2,h,Jas,2016-03-12,9.2,3012.0,2,1,0,163.0,Western Metropolitan,3873,711000,5
Maidstone,3,t,Biggin,2016-03-12,9.2,3012.0,3,2,2,214.0,Western Metropolitan,3873,640000,10
Malvern,2,u,Jellis,2016-03-12,7.4,3144.0,1,1,1,50.0,Southern Metropolitan,4675,2660000,5
Malvern East,3,u,Noel,2016-03-12,11.2,3145.0,3,1,2,317.0,Southern Metropolitan,8801,980000,9
Malvern East,4,h,Marshall,2016-03-12,11.2,3145.0,3,1,1,593.0,Southern Metropolitan,8801,2055000,9
Malvern East,4,h,hockingstuart,2016-03-12,11.2,3145.0,4,2,2,758.0,Southern Metropolitan,8801,2400000,12
Malvern East,4,h,Marshall,2016-03-12,11.2,3145.0,4,2,3,50.0,Southern Metropolitan,8801,2355000,13
Malvern East,2,h,Biggin,2016-03-12,11.2,3145.0,2,1,1,310.0,Southern Metropolitan,8801,1036000,6
Malvern East,4,h,Marshall,2016-03-12,11.2,3145.0,4,3,2,611.0,Southern Metropolitan,8801,1301000,13
Malvern East,3,h,Marshall,2016-03-12,11.2,3145.0,3,3,1,376.0,Southern Metropolitan,8801,2273000,10
Malvern East,5,h,Jellis,2016-03-12,11.2,3145.0,5,2,2,567.0,Southern Metropolitan,8801,2350000,14
Maribyrnong,3,t,Biggin,2016-03-12,8.7,3032.0,2,1,1,200.0,Western Metropolitan,4918,800000,7
Maribyrnong,3,h,Nelson,2016-03-12,8.7,3032.0,3,2,2,392.0,Western Metropolitan,4918,870000,10
Maribyrnong,2,u,Nelson,2016-03-12,8.7,3032.0,2,2,1,50.0,Western Metropolitan,4918,635000,7
Maribyrnong,3,h,Burnham,2016-03-12,8.7,3032.0,3,1,2,597.0,Western Metropolitan,4918,975000,9
Melbourne,1,u,hockingstuart,2016-03-12,2.8,3000.0,1,1,1,50.0,Northern Metropolitan,17496,365000,4
Melbourne,1,u,Harcourts,2016-03-12,2.8,3000.0,1,1,0,50.0,Northern Metropolitan,17496,427000,3
Melbourne,2,u,Marshall,2016-03-12,2.8,3000.0,1,1,1,50.0,Northern Metropolitan,17496,1200000,5
Middle Park,3,h,Cayzer,2016-03-12,4.1,3206.0,3,1,2,277.0,Southern Metropolitan,2019,2350000,9
