lead_time,market_segment_type,no_of_special_requests,avg_price_per_room,no_of_adults,no_of_weekend_nights,arrival_date,required_car_parking_space,no_of_week_nights,booking_status
75,Offline,0,60.0,2,1,2017-12-07,0,2,Not_Canceled
5,Online,1,89.0,1,0,2018-04-05,0,1,Not_Canceled
386,Online,1,115.0,2,2,2018-10-23,0,0,Canceled
180,Offline,1,100.0,2,1,2018-05-02,0,1,Not_Canceled
122,Online,2,75.9,2,1,2018-11-14,0,3,Canceled
224,Offline,0,65.0,2,1,2017-10-02,0,2,Not_Canceled
24,Online,2,104.55,2,2,2018-05-29,0,2,Not_Canceled
162,Online,0,115.0,1,2,2018-10-14,0,2,Canceled
25,Online,0,187.0,3,1,2018-07-02,0,1,Canceled
1,Online,0,115.0,1,0,2018-08-04,0,1,Not_Canceled
236,Online,1,84.43,2,0,2018-09-27,0,4,Canceled
120,Online,0,90.95,2,2,2018-04-08,0,3,Canceled
12,Online,1,208.0,2,1,2018-03-24,1,3,Not_Canceled
224,Online,1,97.18,2,2,2018-09-03,0,4,Canceled
33,Offline,0,79.11,1,0,2017-10-21,0,4,Not_Canceled
24,Online,0,0.0,2,0,2018-05-13,0,2,Not_Canceled
22,Online,1,120.0,2,0,2017-09-08,0,1,Not_Canceled
10,Online,1,126.0,2,0,2017-10-20,0,3,Not_Canceled
15,Online,1,91.0,2,0,2018-02-16,0,2,Canceled
230,Online,0,137.0,2,0,2018-09-06,0,5,Canceled
54,Offline,0,67.32,2,0,2018-03-16,0,4,Not_Canceled
45,Online,0,81.62,2,0,2017-10-23,0,1,Not_Canceled
63,Online,2,123.66,3,1,2018-10-24,0,3,Not_Canceled
166,Online,1,94.5,2,2,2018-08-06,0,1,Not_Canceled
148,Online,0,96.3,2,1,2018-08-22,0,4,Canceled
136,Online,1,88.01,2,2,2018-08-13,0,1,Not_Canceled
37,Online,2,81.9,2,1,2018-03-10,0,3,Not_Canceled
66,Online,1,119.85,2,0,2018-05-11,0,4,Not_Canceled
11,Offline,0,83.5,1,0,2017-10-23,0,1,Not_Canceled
1,Online,1,67.0,1,0,2018-04-01,1,1,Not_Canceled
7,Online,1,156.0,2,2,2018-06-19,0,2,Not_Canceled
43,Offline,0,85.0,2,0,2017-10-13,0,1,Not_Canceled
5,Online,0,126.75,2,3,2018-04-04,0,5,Canceled
247,Online,1,115.0,2,1,2018-06-06,0,1,Canceled
24,Online,1,107.1,2,2,2018-10-16,0,1,Canceled
53,Offline,0,120.0,1,0,2018-10-14,0,1,Not_Canceled
52,Online,2,93.6,2,2,2018-11-19,0,1,Not_Canceled
56,Offline,0,120.0,2,0,2018-06-08,0,1,Not_Canceled
12,Offline,1,90.0,1,0,2018-06-08,0,1,Not_Canceled
230,Online,1,137.0,2,0,2018-09-06,0,5,Canceled
92,Online,1,106.43,2,1,2018-10-31,0,3,Canceled
2,Online,0,87.78,1,0,2018-05-31,0,3,Not_Canceled
74,Offline,0,101.5,2,0,2017-09-18,0,2,Not_Canceled
82,Online,0,85.5,2,0,2018-06-23,0,1,Canceled
37,Offline,0,95.0,1,0,2018-10-13,0,3,Not_Canceled
147,Online,2,103.7,2,2,2018-07-01,0,2,Not_Canceled
2,Online,0,65.0,1,0,2017-08-26,0,1,Not_Canceled
166,Online,0,100.12,2,2,2018-08-18,0,6,Canceled
28,Online,2,156.25,2,1,2018-04-11,1,3,Not_Canceled
309,Online,0,101.0,2,1,2018-05-13,0,2,Canceled
54,Online,0,161.1,2,1,2018-07-04,1,3,Not_Canceled
49,Online,2,83.8,2,1,2018-12-08,1,3,Not_Canceled
1,Online,2,168.0,2,0,2018-06-18,1,1,Not_Canceled
0,Offline,0,58.0,2,2,2017-12-27,0,1,Not_Canceled
4,Offline,0,94.5,2,2,2017-08-08,0,1,Not_Canceled
60,Online,1,96.3,2,0,2017-12-09,0,4,Not_Canceled
157,Online,1,76.5,2,0,2017-08-14,0,1,Not_Canceled
268,Offline,0,78.0,2,2,2018-04-08,0,3,Not_Canceled
38,Online,0,112.59,2,1,2018-09-26,0,1,Canceled
30,Online,0,187.04,2,2,2018-06-12,0,1,Canceled
2,Online,2,169.0,2,0,2018-10-11,1,1,Not_Canceled
217,Online,1,46.63,2,3,2018-12-05,0,7,Not_Canceled
143,Offline,0,100.0,2,0,2018-08-25,0,3,Not_Canceled
179,Online,2,85.5,2,0,2018-10-19,0,3,Not_Canceled
188,Online,0,130.0,1,0,2018-06-15,0,2,Canceled
94,Online,1,146.7,3,2,2018-07-08,0,2,Not_Canceled
32,Offline,0,73.0,1,0,2017-11-20,0,2,Not_Canceled
2,Online,2,143.22,3,2,2018-04-01,0,2,Not_Canceled
70,Online,1,89.25,2,0,2017-10-22,0,3,Not_Canceled
4,Offline,0,85.0,2,1,2018-09-19,0,0,Not_Canceled
34,Online,1,6.5,2,2,2018-02-28,0,0,Not_Canceled
16,Online,0,83.03,2,0,2018-03-08,0,1,Canceled
24,Online,0,91.0,2,1,2018-02-11,0,3,Canceled
78,Online,1,80.75,2,2,2018-04-10,0,2,Not_Canceled
305,Online,0,89.0,2,1,2018-11-04,0,2,Canceled
37,Offline,0,105.0,2,0,2018-10-13,0,3,Not_Canceled
98,Online,0,109.81,2,2,2018-04-30,0,5,Not_Canceled
14,Online,0,70.88,2,1,2018-12-05,0,3,Not_Canceled
44,Online,2,83.6,1,0,2018-11-23,0,2,Not_Canceled
1,Online,0,60.0,1,2,2018-02-28,0,1,Canceled
213,Online,0,130.0,2,0,2018-06-07,0,3,Canceled
5,Online,1,95.0,1,1,2018-04-04,0,1,Not_Canceled
55,Offline,0,104.0,2,0,2018-04-06,0,1,Not_Canceled
139,Offline,1,62.0,2,0,2018-02-11,0,3,Not_Canceled
44,Offline,0,95.0,2,2,2018-04-23,0,1,Not_Canceled
18,Online,1,145.0,1,2,2018-02-28,0,1,Not_Canceled
0,Online,0,95.0,1,1,2018-10-17,0,0,Not_Canceled
192,Offline,0,95.0,1,0,2018-06-24,0,2,Not_Canceled
152,Offline,0,80.75,2,2,2018-06-18,0,4,Not_Canceled
42,Online,2,142.2,3,0,2018-08-30,0,4,Not_Canceled
209,Online,1,128.7,3,2,2018-10-21,0,3,Canceled
69,Online,1,90.95,2,2,2018-03-20,0,3,Not_Canceled
80,Online,2,93.6,2,1,2018-11-18,0,2,Not_Canceled
49,Offline,0,60.0,2,1,2017-11-09,0,2,Not_Canceled
143,Offline,0,90.0,1,0,2018-08-25,0,3,Not_Canceled
67,Online,2,95.4,2,2,2017-12-05,0,1,Not_Canceled
41,Online,1,160.0,2,0,2018-10-21,0,2,Canceled
154,Online,2,104.1,2,2,2018-10-30,0,1,Canceled
55,Offline,0,104.0,2,0,2018-04-06,0,1,Not_Canceled
2,Offline,0,109.0,2,0,2018-08-03,0,4,Not_Canceled
99,Online,1,93.78,2,2,2018-04-10,0,4,Canceled
14,Online,0,95.0,1,0,2017-10-14,0,2,Not_Canceled
0,Online,0,140.0,1,0,2018-10-15,0,1,Not_Canceled
22,Online,1,87.0,2,1,2017-12-24,0,3,Not_Canceled
7,Online,1,85.85,1,2,2018-03-05,0,1,Not_Canceled
84,Online,0,99.45,2,1,2018-03-24,0,3,Not_Canceled
109,Online,1,120.28,2,0,2018-05-04,0,4,Not_Canceled
71,Offline,0,120.0,1,0,2018-06-14,0,3,Not_Canceled
4,Online,1,77.77,2,2,2018-04-03,0,0,Not_Canceled
71,Offline,0,120.0,1,0,2018-06-14,0,3,Not_Canceled
58,Online,1,116.1,2,0,2018-06-10,0,1,Not_Canceled
133,Online,0,189.0,3,0,2018-07-23,0,1,Canceled
27,Online,0,152.67,2,2,2018-06-26,0,1,Canceled
27,Online,1,66.31,2,2,2018-02-04,0,3,Not_Canceled
9,Online,2,95.0,1,0,2017-09-10,0,1,Not_Canceled
86,Online,0,122.0,2,0,2018-12-08,0,3,Canceled
13,Offline,0,58.0,2,0,2017-12-17,0,3,Not_Canceled
0,Online,1,89.89,2,1,2018-12-05,0,3,Not_Canceled
5,Online,1,156.0,2,0,2018-06-21,0,2,Not_Canceled
82,Online,0,99.45,2,1,2018-03-24,0,3,Not_Canceled
330,Online,0,172.8,2,0,2018-08-31,0,2,Canceled
3,Online,1,98.56,2,1,2018-08-22,0,3,Not_Canceled
35,Online,0,71.1,1,0,2018-03-10,0,1,Canceled
12,Online,0,128.06,1,6,2018-03-30,0,15,Canceled
0,Online,0,0.0,1,0,2018-11-19,0,1,Not_Canceled
7,Online,1,106.0,2,0,2018-04-07,0,1,Not_Canceled
47,Online,1,130.61,2,0,2018-09-27,0,4,Canceled
117,Online,1,105.74,2,2,2018-06-17,0,3,Not_Canceled
2,Online,1,136.0,2,0,2018-06-10,0,2,Not_Canceled
26,Offline,0,120.0,2,0,2018-06-08,0,1,Not_Canceled
75,Online,1,74.8,2,2,2018-12-02,0,2,Not_Canceled
256,Online,1,112.0,2,0,2018-06-15,0,2,Canceled
137,Online,2,121.5,2,1,2018-08-21,0,0,Not_Canceled
92,Offline,0,70.0,2,0,2017-10-07,0,4,Not_Canceled
1,Offline,0,75.0,1,0,2018-11-29,0,1,Not_Canceled
18,Offline,0,54.0,2,0,2018-01-02,0,1,Not_Canceled
78,Online,0,100.0,2,1,2018-03-25,0,2,Canceled
8,Online,2,0.0,1,0,2018-04-23,0,1,Not_Canceled
30,Online,0,186.22,1,4,2018-11-02,0,9,Canceled
117,Online,0,79.2,2,2,2018-11-13,0,0,Not_Canceled
10,Online,0,103.0,2,1,2018-03-19,0,1,Not_Canceled
56,Offline,0,185.0,2,2,2017-09-25,0,2,Not_Canceled
8,Online,1,135.0,2,0,2017-10-20,0,2,Not_Canceled
386,Online,1,115.0,2,2,2018-10-23,0,0,Canceled
273,Online,0,109.0,2,0,2017-07-17,0,2,Canceled
33,Online,1,104.0,2,0,2018-11-26,0,1,Canceled
184,Online,3,130.05,3,2,2018-08-03,0,5,Not_Canceled
232,Online,0,100.3,2,1,2018-09-05,0,3,Canceled
188,Online,0,130.0,1,0,2018-06-15,0,2,Canceled
102,Offline,0,109.0,2,0,2017-10-16,0,2,Not_Canceled
45,Online,1,139.5,2,2,2018-10-07,0,2,Canceled
1,Online,1,66.0,1,0,2018-02-03,0,1,Not_Canceled
63,Online,2,106.88,2,2,2018-09-03,0,2,Not_Canceled
89,Online,1,149.4,2,2,2018-09-16,0,2,Not_Canceled
63,Online,2,109.35,1,0,2018-04-26,0,2,Not_Canceled
304,Online,0,89.0,2,0,2018-11-03,0,3,Canceled
1,Online,1,115.0,1,2,2018-04-09,0,1,Not_Canceled
51,Online,0,85.5,1,0,2018-03-16,0,1,Not_Canceled
110,Online,0,90.95,2,0,2018-04-20,0,2,Not_Canceled
20,Online,1,117.55,2,2,2018-07-30,0,1,Not_Canceled
50,Online,1,108.0,2,0,2018-10-19,0,1,Canceled
48,Online,1,139.5,2,0,2018-10-11,0,3,Not_Canceled
96,Online,0,129.88,2,0,2018-09-13,0,3,Canceled
148,Offline,0,67.0,2,1,2017-12-30,0,4,Not_Canceled
25,Online,1,129.0,2,1,2018-10-03,0,1,Canceled
148,Online,0,79.53,2,2,2018-06-25,0,5,Canceled
114,Offline,0,72.25,2,1,2018-08-22,0,3,Not_Canceled
257,Offline,0,80.0,1,0,2017-07-01,0,2,Not_Canceled
105,Online,2,119.85,2,2,2018-06-11,0,5,Not_Canceled
4,Online,0,117.0,1,1,2017-11-02,0,2,Not_Canceled
67,Online,1,29.0,2,2,2017-09-06,0,2,Not_Canceled
61,Online,1,118.8,2,2,2018-09-02,1,2,Not_Canceled
79,Offline,1,192.03,2,0,2018-12-30,0,2,Not_Canceled
74,Online,2,168.3,3,0,2018-05-21,0,1,Not_Canceled
120,Online,0,72.76,2,0,2018-05-12,0,1,Not_Canceled
157,Offline,0,68.0,2,0,2018-12-08,0,3,Not_Canceled
4,Online,0,89.0,2,0,2018-01-06,0,4,Not_Canceled
46,Online,0,124.46,2,2,2018-08-28,0,5,Not_Canceled
41,Online,0,70.33,1,2,2018-03-13,0,1,Not_Canceled
84,Online,2,170.1,3,1,2018-06-15,0,4,Not_Canceled
245,Online,0,75.0,2,0,2018-06-17,0,2,Canceled
27,Online,1,125.25,2,0,2018-06-29,0,3,Not_Canceled
74,Online,0,55.9,2,3,2017-07-27,0,7,Not_Canceled
85,Online,0,126.9,2,1,2018-06-20,0,2,Canceled
6,Online,0,79.0,2,0,2018-02-26,0,2,Canceled
256,Online,2,94.35,2,2,2018-10-23,0,3,Canceled
265,Online,0,109.0,2,0,2018-06-24,0,2,Canceled
64,Online,0,112.2,2,2,2018-04-15,0,3,Not_Canceled
0,Online,1,109.0,1,0,2017-10-01,0,1,Not_Canceled
91,Online,0,65.0,1,0,2018-09-14,0,2,Not_Canceled
127,Offline,0,90.0,2,1,2018-04-28,0,3,Not_Canceled
73,Offline,0,85.0,2,0,2018-07-14,0,3,Not_Canceled
36,Online,0,168.73,2,0,2018-12-28,0,4,Not_Canceled
17,Online,0,100.38,2,1,2018-12-08,0,3,Not_Canceled
164,Online,0,99.45,2,2,2018-07-27,0,5,Canceled
0,Online,0,160.0,2,0,2018-09-27,0,1,Not_Canceled
37,Online,1,126.0,2,2,2018-10-02,0,1,Not_Canceled
191,Offline,0,96.9,3,1,2018-08-01,0,2,Not_Canceled
33,Online,2,95.0,2,2,2017-10-17,0,4,Not_Canceled
32,Online,3,94.5,2,2,2017-09-05,0,1,Not_Canceled
3,Offline,0,98.8,1,1,2017-09-07,0,1,Not_Canceled
53,Online,1,100.5,2,2,2018-07-10,0,1,Not_Canceled
8,Online,1,0.0,2,1,2018-06-19,0,0,Not_Canceled
107,Online,1,80.75,2,2,2018-05-29,0,1,Canceled
55,Offline,0,104.0,2,0,2018-04-06,0,1,Not_Canceled
84,Offline,0,89.75,2,1,2018-04-29,0,2,Not_Canceled
0,Online,1,156.0,2,0,2017-08-25,0,2,Not_Canceled
1,Online,2,136.0,2,1,2018-06-11,0,1,Not_Canceled
29,Online,1,85.0,2,0,2018-12-02,0,2,Not_Canceled
41,Online,1,87.54,2,0,2017-10-14,0,4,Not_Canceled
86,Online,0,100.0,2,0,2017-09-09,0,2,Not_Canceled
167,Online,1,108.9,2,2,2018-10-01,0,2,Canceled
34,Online,1,107.1,2,0,2018-06-14,0,3,Not_Canceled
101,Online,0,80.0,2,1,2018-04-04,0,2,Canceled
259,Online,0,90.0,2,0,2018-05-05,0,3,Canceled
122,Online,1,105.3,2,0,2018-05-12,0,2,Not_Canceled
1,Online,2,80.0,2,0,2018-02-11,0,1,Not_Canceled
107,Online,0,142.2,2,0,2018-08-25,1,2,Not_Canceled
35,Online,1,131.4,2,0,2018-04-05,0,3,Not_Canceled
192,Offline,0,95.0,1,0,2018-06-24,0,2,Not_Canceled
4,Online,0,111.0,2,0,2018-04-01,0,2,Canceled
85,Offline,1,85.0,2,1,2018-10-06,0,3,Not_Canceled
137,Online,0,130.95,3,0,2018-08-24,0,4,Canceled
74,Offline,0,101.5,2,0,2017-09-18,0,2,Not_Canceled
116,Offline,0,82.0,1,2,2018-02-28,0,1,Not_Canceled
34,Online,2,94.5,2,2,2017-09-13,1,2,Not_Canceled
56,Online,0,109.8,2,2,2018-08-28,0,1,Canceled
149,Online,0,72.25,2,2,2018-07-10,0,4,Canceled
12,Online,0,55.72,2,2,2018-02-06,0,2,Not_Canceled
52,Online,1,158.4,3,1,2018-10-17,0,1,Canceled
191,Offline,0,69.0,2,1,2018-03-30,0,4,Not_Canceled
37,Offline,0,105.0,2,0,2018-10-13,0,3,Not_Canceled
57,Online,0,219.6,2,0,2018-12-29,0,3,Canceled
9,Offline,0,44.8,1,2,2018-01-08,0,3,Not_Canceled
7,Online,0,120.0,2,0,2018-10-26,0,1,Not_Canceled
78,Online,0,100.0,2,1,2018-03-25,0,2,Canceled
0,Online,0,109.0,2,0,2018-06-07,0,1,Not_Canceled
78,Online,1,115.68,0,1,2018-08-19,0,2,Not_Canceled
31,Offline,0,75.0,2,1,2018-09-16,0,2,Not_Canceled
37,Offline,1,134.1,2,0,2018-06-17,0,2,Not_Canceled
8,Online,1,124.1,2,2,2018-05-29,0,1,Not_Canceled
32,Online,1,214.75,4,0,2018-08-17,0,2,Not_Canceled
48,Offline,0,75.0,2,1,2018-10-31,0,2,Not_Canceled
89,Online,2,72.25,2,1,2017-11-23,0,2,Not_Canceled
0,Online,0,80.0,1,1,2018-03-07,0,0,Not_Canceled
15,Online,1,139.0,2,0,2018-09-20,0,1,Not_Canceled
10,Online,0,66.0,1,0,2018-01-28,0,1,Not_Canceled
43,Online,0,115.5,1,0,2018-05-31,0,3,Not_Canceled
27,Online,2,195.5,2,1,2018-08-08,1,1,Not_Canceled
386,Online,1,115.0,2,2,2018-10-23,0,0,Canceled
72,Offline,0,84.0,1,0,2017-09-18,0,1,Not_Canceled
10,Online,3,107.8,2,2,2018-10-16,0,1,Not_Canceled
37,Offline,0,105.0,2,0,2018-10-13,0,3,Not_Canceled
170,Offline,0,78.0,2,2,2018-04-08,0,3,Not_Canceled
265,Offline,0,90.0,1,0,2018-06-24,0,2,Not_Canceled
49,Online,0,105.3,2,1,2018-07-09,0,1,Canceled
51,Online,1,80.3,2,0,2018-02-25,0,3,Not_Canceled
3,Online,1,129.0,1,1,2018-02-08,0,0,Not_Canceled
265,Online,1,115.0,2,0,2018-06-24,0,2,Canceled
34,Online,2,125.1,2,2,2018-09-11,0,0,Not_Canceled
1,Online,1,103.0,2,0,2018-02-27,0,1,Not_Canceled
77,Online,0,125.1,2,2,2018-05-01,1,0,Not_Canceled
60,Online,1,96.17,1,2,2018-06-17,0,5,Canceled
56,Offline,0,185.0,2,2,2017-09-25,0,2,Not_Canceled
0,Online,0,69.74,2,2,2018-06-12,0,0,Not_Canceled
136,Online,0,172.55,2,2,2018-07-09,0,3,Canceled
4,Online,1,95.0,1,0,2018-01-28,1,3,Not_Canceled
68,Online,2,166.35,2,1,2018-09-09,0,2,Not_Canceled
1,Online,1,108.0,2,0,2018-11-18,1,1,Not_Canceled
61,Online,0,102.0,2,1,2018-03-21,0,3,Not_Canceled
40,Online,2,203.73,2,1,2018-05-13,0,2,Not_Canceled
6,Online,0,78.69,2,2,2018-11-17,0,5,Canceled
58,Online,0,79.2,2,0,2018-11-03,0,3,Canceled
35,Online,1,76.5,1,0,2018-03-16,0,2,Not_Canceled
177,Online,0,100.0,2,0,2018-06-03,0,2,Canceled
13,Online,1,88.4,2,0,2018-12-14,0,4,Not_Canceled
245,Online,0,110.0,1,2,2018-07-06,0,4,Canceled
189,Online,0,109.8,2,1,2018-10-28,0,2,Canceled
271,Offline,0,78.3,2,2,2018-12-03,0,1,Not_Canceled
257,Online,0,101.5,2,0,2017-07-01,0,2,Canceled
207,Online,1,80.75,2,2,2018-07-28,0,4,Not_Canceled
108,Online,2,104.0,2,2,2018-12-25,0,2,Not_Canceled
39,Online,0,51.19,2,0,2018-03-15,0,3,Not_Canceled
11,Online,1,150.0,2,0,2018-11-05,0,1,Canceled
177,Online,1,127.8,2,1,2018-08-12,0,2,Canceled
15,Online,3,115.0,2,0,2017-09-17,0,1,Not_Canceled
10,Online,1,156.0,2,0,2018-05-05,0,1,Not_Canceled
60,Online,0,130.9,3,2,2018-12-23,0,2,Canceled
21,Online,0,116.1,2,0,2018-10-04,0,3,Canceled
24,Online,1,71.69,2,2,2018-09-11,0,0,Not_Canceled
76,Offline,1,98.5,1,2,2018-04-24,0,3,Not_Canceled
146,Online,1,94.5,2,0,2018-07-13,0,3,Not_Canceled
188,Online,0,130.0,1,0,2018-06-15,0,2,Canceled
114,Online,0,76.5,2,2,2017-07-11,0,1,Canceled
256,Online,0,90.95,2,0,2018-08-31,0,4,Canceled
210,Offline,0,72.75,2,1,2017-10-08,0,3,Not_Canceled
16,Online,0,93.0,2,0,2018-11-16,0,1,Not_Canceled
64,Online,1,168.3,2,0,2018-09-16,0,2,Not_Canceled
105,Offline,0,75.0,2,0,2018-10-12,0,3,Not_Canceled
0,Online,0,105.0,2,1,2017-08-09,0,0,Not_Canceled
37,Online,1,78.5,2,2,2018-02-14,1,0,Not_Canceled
54,Online,0,119.7,2,2,2018-07-02,0,5,Canceled
81,Online,0,168.3,3,0,2018-09-07,0,3,Canceled
2,Online,1,197.0,3,0,2018-05-27,0,1,Not_Canceled
61,Offline,0,91.0,2,2,2017-10-04,0,0,Not_Canceled
11,Offline,0,85.0,2,2,2018-02-13,0,3,Not_Canceled
4,Online,0,81.0,2,2,2018-02-05,0,2,Canceled
63,Offline,0,116.0,2,0,2017-09-04,0,2,Not_Canceled
320,Online,1,115.0,2,0,2018-08-18,0,2,Canceled
3,Online,2,106.0,2,1,2018-02-15,0,3,Not_Canceled
62,Online,0,118.8,2,2,2018-04-16,0,1,Canceled
91,Online,2,132.3,2,0,2018-10-20,0,3,Canceled
123,Online,0,146.7,2,1,2018-08-21,1,0,Not_Canceled
13,Online,1,86.8,2,0,2018-03-02,0,3,Not_Canceled
152,Offline,0,98.0,2,0,2018-11-01,0,4,Not_Canceled
180,Offline,1,100.0,2,1,2018-05-02,0,1,Not_Canceled
222,Online,0,158.95,2,4,2018-08-14,0,10,Canceled
47,Online,0,119.52,2,2,2018-09-18,0,2,Not_Canceled
88,Offline,1,117.0,2,0,2018-05-03,0,3,Not_Canceled
26,Online,0,140.67,2,0,2018-04-27,0,3,Canceled
17,Online,1,94.95,2,2,2017-10-15,0,3,Not_Canceled
104,Online,0,109.65,2,2,2018-05-11,0,5,Canceled
7,Online,0,120.0,2,1,2018-12-30,0,2,Not_Canceled
128,Online,0,67.22,2,1,2018-03-18,0,2,Not_Canceled
11,Offline,0,62.0,1,0,2018-03-16,0,3,Not_Canceled
6,Online,0,91.0,2,0,2018-03-04,0,1,Not_Canceled
23,Offline,0,68.0,2,2,2018-03-17,0,4,Not_Canceled
304,Online,0,89.0,2,0,2018-11-03,0,3,Canceled
4,Offline,0,94.5,2,2,2017-08-08,0,1,Not_Canceled
25,Online,1,187.0,3,1,2018-08-15,0,2,Canceled
65,Offline,0,122.65,3,0,2018-12-21,0,4,Not_Canceled
21,Online,1,68.0,1,0,2018-02-25,0,1,Not_Canceled
45,Online,1,131.4,3,1,2018-03-19,0,1,Canceled
25,Online,0,149.4,2,2,2018-04-15,0,3,Canceled
5,Online,0,100.0,1,0,2018-05-24,0,2,Not_Canceled
247,Online,1,115.0,2,1,2018-06-06,0,1,Canceled
6,Online,2,160.0,2,0,2018-10-20,0,3,Not_Canceled
25,Online,2,127.67,2,2,2018-04-16,0,1,Not_Canceled
52,Online,2,79.2,2,0,2018-12-07,0,3,Not_Canceled
18,Online,2,69.0,2,0,2017-12-01,0,2,Not_Canceled
296,Online,1,117.0,2,0,2018-09-21,0,4,Canceled
174,Online,0,70.0,2,1,2017-10-10,0,1,Canceled
31,Online,2,114.3,3,0,2018-03-08,0,3,Not_Canceled
166,Online,0,110.0,1,0,2018-11-01,0,3,Canceled
30,Online,1,181.8,1,0,2018-09-01,0,3,Not_Canceled
68,Online,1,75.65,2,2,2018-04-01,0,2,Canceled
194,Online,2,77.23,2,2,2018-04-17,0,3,Not_Canceled
145,Offline,0,65.0,2,2,2018-01-03,0,1,Not_Canceled
292,Online,0,115.0,2,0,2018-07-21,0,2,Canceled
0,Online,0,118.8,2,1,2017-09-07,0,1,Canceled
24,Online,1,127.48,2,0,2018-05-31,0,4,Not_Canceled
124,Online,0,114.3,2,1,2018-05-06,0,2,Not_Canceled
44,Offline,0,87.2,2,2,2018-12-03,0,2,Not_Canceled
257,Online,0,101.5,2,0,2017-07-01,0,2,Canceled
164,Offline,0,100.0,1,0,2017-10-02,0,2,Not_Canceled
153,Online,1,91.38,2,0,2018-07-27,0,4,Not_Canceled
155,Online,1,119.71,2,3,2018-08-01,0,9,Canceled
0,Online,0,119.0,2,0,2018-06-02,0,1,Not_Canceled
29,Online,1,139.0,2,0,2018-07-28,0,1,Not_Canceled
59,Online,1,109.8,2,1,2018-08-29,0,3,Not_Canceled
91,Online,0,65.0,1,0,2018-09-14,0,3,Not_Canceled
76,Online,0,131.4,2,0,2018-07-02,0,1,Canceled
93,Online,3,96.3,2,0,2018-04-12,0,3,Not_Canceled
4,Online,1,0.0,1,1,2018-02-15,0,2,Not_Canceled
25,Online,1,137.0,2,0,2018-04-20,0,2,Not_Canceled
245,Online,0,75.0,2,0,2018-06-17,0,2,Canceled
74,Offline,0,92.65,3,0,2018-12-27,0,3,Not_Canceled
275,Online,0,62.8,2,1,2018-06-04,0,1,Canceled
14,Online,0,160.0,2,0,2018-10-22,0,1,Canceled
265,Offline,0,90.0,1,0,2018-06-24,0,2,Not_Canceled
122,Offline,2,81.26,2,3,2018-08-21,1,5,Not_Canceled
158,Online,1,114.75,1,0,2018-05-25,0,4,Canceled
119,Online,0,99.3,2,1,2018-04-29,0,2,Not_Canceled
6,Online,0,89.0,1,1,2018-10-03,0,0,Not_Canceled
122,Online,0,85.0,2,0,2018-04-15,0,2,Canceled
60,Online,0,75.0,2,2,2018-03-20,0,2,Canceled
1,Offline,0,102.6,2,0,2017-09-30,0,2,Not_Canceled
121,Offline,0,90.95,2,2,2018-06-04,0,2,Not_Canceled
301,Online,1,115.0,2,1,2018-07-30,0,1,Canceled
349,Online,0,78.3,2,2,2018-12-24,0,1,Canceled
59,Online,0,121.5,1,0,2018-05-19,0,1,Canceled
71,Offline,0,120.0,1,0,2018-06-14,0,3,Not_Canceled
200,Online,1,105.4,2,0,2018-08-31,0,4,Canceled
71,Online,1,101.87,2,1,2018-10-21,0,2,Not_Canceled
105,Online,0,65.0,1,0,2018-09-28,0,1,Not_Canceled
6,Online,0,116.0,2,0,2017-11-06,1,2,Not_Canceled
76,Online,1,69.3,1,0,2018-04-21,0,1,Not_Canceled
29,Online,2,90.25,1,0,2017-09-30,0,2,Not_Canceled
179,Online,0,119.85,2,2,2018-09-02,0,3,Canceled
81,Online,2,76.5,2,1,2017-12-06,0,0,Not_Canceled
35,Online,2,109.0,2,0,2018-10-27,0,3,Not_Canceled
60,Online,1,126.9,2,1,2018-05-21,0,1,Not_Canceled
34,Online,0,65.0,1,0,2018-07-19,0,1,Not_Canceled
0,Online,0,86.0,1,1,2018-01-02,0,1,Not_Canceled
5,Online,1,139.0,2,1,2018-07-14,0,3,Not_Canceled
48,Online,1,109.8,2,2,2018-09-04,0,0,Not_Canceled
54,Online,0,132.6,2,2,2018-05-12,0,3,Canceled
57,Offline,0,75.33,1,1,2018-06-10,0,2,Not_Canceled
5,Online,0,65.0,1,0,2017-09-09,0,2,Not_Canceled
130,Offline,0,68.0,2,2,2018-11-26,0,1,Not_Canceled
57,Online,0,113.85,2,4,2017-12-26,0,6,Not_Canceled
89,Online,0,96.3,2,0,2018-04-12,0,3,Not_Canceled
221,Online,2,79.5,2,0,2018-12-29,0,3,Canceled
1,Online,1,40.0,1,0,2017-11-10,0,2,Not_Canceled
116,Offline,0,76.0,1,2,2018-02-28,0,1,Not_Canceled
139,Offline,0,90.95,2,1,2018-09-05,0,1,Not_Canceled
55,Offline,0,104.0,2,0,2018-04-06,0,1,Not_Canceled
247,Online,0,109.0,2,1,2018-06-06,0,1,Canceled
74,Offline,0,109.0,2,0,2017-09-18,0,2,Not_Canceled
2,Offline,0,75.0,1,0,2017-12-11,0,1,Not_Canceled
47,Online,2,150.3,3,1,2018-07-02,0,1,Not_Canceled
56,Offline,0,120.0,2,0,2018-06-08,0,1,Not_Canceled
96,Offline,0,94.5,2,2,2017-07-11,0,1,Not_Canceled
156,Online,0,103.5,2,2,2018-08-21,1,1,Canceled
166,Online,0,110.0,1,0,2018-11-01,0,3,Canceled
268,Online,0,78.0,2,2,2018-04-08,0,3,Canceled
32,Offline,0,85.0,2,2,2018-03-11,0,3,Not_Canceled
